"","cond","expt","matrix","prior","query","object","count","p","n","cil","cih","priorType","priorValue","grouper","speaker.p","preds","tuningData","depth","low","hi","ci_low","ci_hi"
"122","0.11","baserate","simple","prior","glasses","logical",12,0.166666666666667,72,0.0893487815930055,0.258238429075166,"logical",0.773584905660377,"baserate-72",0.5,0.45054945054945,"keep",2,-0.126957761396927,0.100658146201624,0.349891304347826,0.577507211946377
"123","0.11","baserate","simple","prior","glasses","target",54,0.75,72,0.646426434067955,0.842944840154049,"target",0.188679245283019,"baserate-72",0.5,0.54945054945055,"keep",2,-0.100658146201624,0.126957761396927,0.422492788053623,0.650108695652174
"124","0.77","baserate","simple","prior","glasses","foil",1,0.0133333333333333,75,2.34607327908825e-05,0.0509465479373625,"foil",0.0196078431372549,"baserate-75",0,0,"keep",2,0,0,0,0
"125","0.77","baserate","simple","prior","glasses","logical",4,0.0533333333333333,75,0.0133422929160002,0.112397872837334,"logical",0.372549019607843,"baserate-75",0.5,0.109195402298851,"keep",2,-0.0378968436904543,0.0310102311755658,0.0781851711232847,0.147092245989305
"126","0.77","baserate","simple","prior","glasses","target",70,0.933333333333333,75,0.869093740892667,0.979285200394509,"target",0.607843137254902,"baserate-75",0.5,0.89080459770115,"keep",2,-0.0310102311755658,0.0378968436904543,0.852907754010695,0.921814828876715
"127","none","color","simple","prior","glasses","foil",1,0.0263157894736842,38,5.14612055539293e-05,0.0983727358771635,"foil",0.365714285714286,"color-38",0,0,"keep",2,0,0,0,0
"128","none","color","simple","prior","glasses","logical",7,0.184210526315789,38,0.0778279022059476,0.31581128132108,"logical",0.428571428571429,"color-38",0.5,0.294117647058823,"keep",2,-0.0724268285697923,0.0523342535570183,0.241783393501805,0.366544475628616
"129","none","color","simple","prior","glasses","target",30,0.789473684210526,38,0.652713086400107,0.903211275764544,"target",0.205714285714286,"color-38",0.5,0.705882352941177,"keep",2,-0.0523342535570184,0.072426828569792,0.633455524371385,0.758216606498195
"130","target","color","simple","prior","glasses","foil",1,0.0217391304347826,46,4.0955216577707e-05,0.081893655974384,"foil",0.205882352941176,"color-46",0,0,"keep",2,0,0,0,0
"131","target","color","simple","prior","glasses","logical",6,0.130434782608696,46,0.048521986343088,0.237114602850435,"logical",0.352941176470588,"color-46",0.5,0.137931034482759,"keep",2,-0.0725952813067151,0.0540316017493739,0.0838994327333848,0.210526315789474
"132","target","color","simple","prior","glasses","target",39,0.847826086956522,46,0.735548686312952,0.936922059755903,"target",0.441176470588235,"color-46",0.5,0.862068965517241,"keep",2,-0.0540316017493738,0.0725952813067152,0.789473684210526,0.916100567266615
"133","foil","color","simple","prior","glasses","foil",2,0.0425531914893617,47,0.00346428479986783,0.114236215458185,"foil",0.407407407407407,"color-47",0,0,"keep",2,0,0,0,0
"134","foil","color","simple","prior","glasses","logical",6,0.127659574468085,47,0.0474015602761976,0.232364835821588,"logical",0.518518518518518,"color-47",0.5,0.583333333333333,"keep",2,-0.416666666666667,0.228494623655914,0.354838709677419,1
"135","foil","color","simple","prior","glasses","target",39,0.829787234042553,47,0.714699429396725,0.923428813113716,"target",0.0740740740740741,"color-47",0.5,0.416666666666667,"keep",2,-0.228494623655914,0.416666666666667,0,0.645161290322581
"136","logical","color","simple","prior","glasses","foil",3,0.0625,48,0.0111820820907555,0.143133885132119,"foil",0.125,"color-48",0,0,"keep",2,0,0,0,0
"137","logical","color","simple","prior","glasses","logical",19,0.395833333333333,48,0.264193731136893,0.534016169607373,"logical",0.583333333333333,"color-48",0.5,0.285714285714285,"keep",2,-0.173745173745174,0.0968008825151676,0.188913403199118,0.45945945945946
"138","logical","color","simple","prior","glasses","target",26,0.541666666666667,48,0.402875305109001,0.677842648442931,"target",0.291666666666667,"color-48",0.5,0.714285714285715,"keep",2,-0.0968008825151679,0.173745173745174,0.54054054054054,0.811086596800882
"139","0","complex","complex","prior","hat","foil",0,0,52,0,0.0360919878459957,"foil",0.397435897435897,"complex-52",0,0,"keep",2,0,0,0,0
"140","0","complex","complex","prior","hat","logical",50,0.961538461538462,52,0.896337927311284,0.996897421830261,"logical",0.371794871794872,"complex-52",1,1,"keep",2,0,0,1,1
"141","0","complex","complex","prior","hat","target",2,0.0384615384615385,52,0.00310257816973939,0.103662072688716,"target",0.230769230769231,"complex-52",0,0,"keep",2,0,0,0,0
"142","1","complex","complex","prior","mustache","foil",44,0.758620689655172,58,0.644104873861914,0.859543892252255,"foil",0.397435897435897,"complex-58",0.5,0.82824427480916,"keep",2,-0.055476655423398,0.0626707696302523,0.765573505178908,0.883720930232558
"143","1","complex","complex","prior","mustache","logical",11,0.189655172413793,58,0.0992588021695639,0.296429748915672,"logical",0.371794871794872,"complex-58",0,0,"keep",2,0,0,0,0
"144","1","complex","complex","prior","mustache","target",3,0.0517241379310345,58,0.00912335897362436,0.11937156768011,"target",0.230769230769231,"complex-58",0.5,0.17175572519084,"keep",2,-0.0626707696302523,0.0554766554233981,0.116279069767442,0.234426494821092
"145","2","complex","complex","prior","glasses","foil",4,0.0645161290322581,62,0.0163140688028883,0.135078336330298,"foil",0.397435897435897,"complex-62",0,0,"keep",2,0,0,0,0
"146","2","complex","complex","prior","glasses","logical",25,0.403225806451613,62,0.285849088794854,0.525345403452077,"logical",0.371794871794872,"complex-62",0.5,0.41726618705036,"keep",2,-0.100590955806783,0.0829640889080599,0.3343020981423,0.517857142857143
"147","2","complex","complex","prior","glasses","target",33,0.532258064516129,62,0.409650108925198,0.653285853364369,"target",0.230769230769231,"complex-62",0.5,0.58273381294964,"keep",2,-0.0829640889080599,0.100590955806783,0.482142857142857,0.6656979018577
"148","favorite","lang","simple","prior","glasses","foil",0,0,176,0,0.0108385653707431,"foil",0.08,"lang-176",0,0,"keep",2,0,0,0,0
"149","favorite","lang","simple","prior","glasses","logical",83,0.471590909090909,176,0.39859494448369,0.54508593483241,"logical",0.71,"lang-176",0.5,0.403409090909091,"keep",2,-0.096590909090909,0.0683913604126369,0.335017730496454,0.5
"150","favorite","lang","simple","prior","glasses","target",93,0.528409090909091,176,0.45491406516759,0.60140505551631,"target",0.21,"lang-176",0.5,0.596590909090909,"keep",2,-0.068391360412637,0.0965909090909091,0.5,0.664982269503546
"151","least","lang","simple","prior","glasses","foil",6,0.0697674418604651,86,0.0249327173623007,0.130374142727258,"foil",0.793103448275862,"lang-86",0,0,"keep",2,0,0,0,0
"152","least","lang","simple","prior","glasses","logical",12,0.13953488372093,86,0.0740103601269703,0.218029682954544,"logical",0.137931034482759,"lang-86",0.5,0.285714285714286,"keep",2,-0.173986486486486,0.11904761904762,0.166666666666667,0.459700772200772
"153","least","lang","simple","prior","glasses","target",68,0.790697674418605,86,0.700830021658064,0.870166719423344,"target",0.0689655172413793,"lang-86",0.5,0.714285714285714,"keep",2,-0.11904761904762,0.173986486486486,0.540299227799228,0.833333333333333
"154","word","oddman","oddman","prior","glasses","foil",40,0.449438202247191,89,0.34835245691022,0.55226394283585,"foil",0.402298850574713,"oddman-89",0.5,0.564516129032258,"keep",2,-0.0748281332628237,0.0823732718894011,0.482142857142857,0.639344262295082
"155","word","oddman","oddman","prior","glasses","logical",34,0.382022471910112,89,0.284478858345451,0.483627998770905,"logical",0.310344827586207,"oddman-89",0.5,0.435483870967742,"keep",2,-0.082373271889401,0.0748281332628238,0.360655737704918,0.517857142857143
"156","word","oddman","oddman","prior","glasses","target",15,0.168539325842697,89,0.0977132754491688,0.250859004329517,"target",0.28735632183908,"oddman-89",0,0,"keep",2,0,0,0,0
"157","patch","oddman","oddman","prior","glasses","foil",48,0.516129032258065,93,0.415602106641984,0.616124387468064,"foil",0.402298850574713,"oddman-93",0.5,0.564516129032258,"keep",2,-0.0825426944971536,0.0746631878557874,0.489852941176471,0.647058823529412
"158","patch","oddman","oddman","prior","glasses","logical",38,0.408602150537634,93,0.311493975217463,0.508723499709036,"logical",0.310344827586207,"oddman-93",0.5,0.435483870967742,"keep",2,-0.0746631878557875,0.0825426944971536,0.352941176470588,0.510147058823529
"159","patch","oddman","oddman","prior","glasses","target",7,0.0752688172043011,93,0.0298322224054412,0.135053806137833,"target",0.28735632183908,"oddman-93",0,0,"keep",2,0,0,0,0
"160","1","simple","simple","prior","glasses","foil",0,0,46,0,0.0406774312230883,"foil",0.365714285714286,"simple-46",0,0,"keep",2,0,0,0,0
"161","1","simple","simple","prior","glasses","logical",9,0.195652173913043,46,0.0943423672613376,0.317100629825791,"logical",0.428571428571429,"simple-46",0.5,0.294117647058823,"keep",2,-0.0607569049125028,0.052265288039777,0.241852359019046,0.354874551971326
"162","1","simple","simple","prior","glasses","target",37,0.804347826086957,46,0.682899370174209,0.905657632738663,"target",0.205714285714286,"simple-46",0.5,0.705882352941177,"keep",2,-0.052265288039777,0.0607569049125027,0.645125448028674,0.758147640980954
"163","0","simple","simple","prior","hat","foil",0,0,49,0,0.0382477868927334,"foil",0.365714285714286,"simple-49",0,0,"keep",2,0,0,0,0
"164","0","simple","simple","prior","hat","logical",48,0.979591836734694,49,0.922947403296308,0.999961966442339,"logical",0.428571428571429,"simple-49",1,1,"keep",2,0,0,1,1
"165","0","simple","simple","prior","hat","target",1,0.0204081632653061,49,3.80335576614601e-05,0.0770525967036921,"target",0.205714285714286,"simple-49",0,0,"keep",2,0,0,0,0
"166","twin","twins","twins","prior","hat","foil",5,0.108695652173913,46,0.034896058448651,0.208927155844989,"foil",0.551724137931034,"twins-46",0,0,"keep",2,0,0,0,0
"167","twin","twins","twins","prior","hat","logical",20.5,0.445652173913043,46,0.307487045045081,0.587371836648437,"logical",0.224137931034483,"twins-46",0.5,0.5,"keep",2,-0.115466448445172,0.121621621621622,0.378378378378378,0.615466448445172
"168","twin","twins","twins","prior","hat","target",20.5,0.445652173913043,46,0.307487045045081,0.587371836648437,"target",0.224137931034483,"twins-46",0.5,0.5,"keep",2,-0.121621621621622,0.115466448445172,0.384533551554828,0.621621621621622
"169","uniform","twins","twins","prior","mustache","foil",23,0.383333333333333,60,0.26572311123582,0.506848269182228,"foil",0.551724137931034,"twins-60",0.333333333333333,0.353728489483747,"keep",2,-0.0735316435760782,0.0620695280954322,0.291658961388315,0.427260133059825
"170","uniform","twins","twins","prior","mustache","logical",18.5,0.308333333333333,60,0.198729004088965,0.427654893743864,"logical",0.224137931034483,"twins-60",0.333333333333333,0.323135755258126,"keep",2,-0.0800540381913293,0.0879486913640076,0.235187063894119,0.403189793449456
"171","uniform","twins","twins","prior","mustache","target",18.5,0.308333333333333,60,0.198729004088965,0.427654893743864,"target",0.224137931034483,"twins-60",0.333333333333333,0.323135755258126,"keep",2,-0.0826521767189691,0.0843087284438828,0.238827026814244,0.405787931977096
"172","0.33","baserate","simple","prior","glasses","foil",1,0.0158730158730159,63,2.85110845628313e-05,0.0603906613722844,"foil",0.0526315789473684,"baserate-63",0,0,"keep",3,0,0,0,0
"173","0.33","baserate","simple","prior","glasses","logical",11,0.174603174603175,63,0.0908006564595695,0.27426365285653,"logical",0.543859649122807,"baserate-63",0.5,0.161458333333333,"keep",3,-0.049105046948357,0.0405444616493318,0.120913871684001,0.21056338028169
"174","0.33","baserate","simple","prior","glasses","target",51,0.80952380952381,63,0.70707160030733,0.896916231937255,"target",0.403508771929825,"baserate-63",0.5,0.838541666666667,"keep",3,-0.0405444616493317,0.0491050469483569,0.78943661971831,0.879086128315999
"175","0.44","baserate","simple","prior","glasses","foil",2,0.0294117647058824,68,0.00232502360660842,0.0799697548438146,"foil",0.122448979591837,"baserate-68",0,0,"keep",3,0,0,0,0
"176","0.44","baserate","simple","prior","glasses","logical",6,0.0882352941176471,68,0.031917080030165,0.163514641891754,"logical",0.469387755102041,"baserate-68",0.5,0.141104294478528,"keep",3,-0.0513002434296072,0.0429447852760738,0.098159509202454,0.192404537908135
"177","0.44","baserate","simple","prior","glasses","target",60,0.882352941176471,68,0.798737944887376,0.948527888258358,"target",0.408163265306122,"baserate-68",0.5,0.858895705521472,"keep",3,-0.0429447852760738,0.0513002434296071,0.807595462091865,0.901840490797546
"178","0.11","baserate","simple","prior","glasses","foil",6,0.0833333333333333,72,0.0300468445274259,0.154773559188882,"foil",0.0377358490566038,"baserate-72",0,0,"keep",3,0,0,0,0
"179","0.11","baserate","simple","prior","glasses","logical",12,0.166666666666667,72,0.0893487815930055,0.258238429075166,"logical",0.773584905660377,"baserate-72",0.5,0.369369369369369,"keep",3,-0.136512983571807,0.0935967001484239,0.275772669220945,0.505882352941177
"180","0.11","baserate","simple","prior","glasses","target",54,0.75,72,0.646426434067955,0.842944840154049,"target",0.188679245283019,"baserate-72",0.5,0.630630630630631,"keep",3,-0.0935967001484241,0.136512983571807,0.494117647058823,0.724227330779055
"181","0.77","baserate","simple","prior","glasses","foil",1,0.0133333333333333,75,2.34607327908825e-05,0.0509465479373625,"foil",0.0196078431372549,"baserate-75",0,0,"keep",3,0,0,0,0
"182","0.77","baserate","simple","prior","glasses","logical",4,0.0533333333333333,75,0.0133422929160002,0.112397872837334,"logical",0.372549019607843,"baserate-75",0.5,0.0805084745762712,"keep",3,-0.0280400192999288,0.0243469903849986,0.0561614841912726,0.1085484938762
"183","0.77","baserate","simple","prior","glasses","target",70,0.933333333333333,75,0.869093740892667,0.979285200394509,"target",0.607843137254902,"baserate-75",0.5,0.919491525423729,"keep",3,-0.0243469903849987,0.0280400192999287,0.8914515061238,0.943838515808728
"184","none","color","simple","prior","glasses","foil",1,0.0263157894736842,38,5.14612055539293e-05,0.0983727358771635,"foil",0.365714285714286,"color-38",0,0,"keep",3,0,0,0,0
"185","none","color","simple","prior","glasses","logical",7,0.184210526315789,38,0.0778279022059476,0.31581128132108,"logical",0.428571428571429,"color-38",0.5,0.229357798165138,"keep",3,-0.0548142797569403,0.0420460260908325,0.187311772074305,0.284172077922078
"186","none","color","simple","prior","glasses","target",30,0.789473684210526,38,0.652713086400107,0.903211275764544,"target",0.205714285714286,"color-38",0.5,0.770642201834863,"keep",3,-0.0420460260908323,0.0548142797569405,0.715827922077922,0.812688227925695
"187","target","color","simple","prior","glasses","foil",1,0.0217391304347826,46,4.0955216577707e-05,0.081893655974384,"foil",0.205882352941176,"color-46",0,0,"keep",3,0,0,0,0
"188","target","color","simple","prior","glasses","logical",6,0.130434782608696,46,0.048521986343088,0.237114602850435,"logical",0.352941176470588,"color-46",0.5,0.102564102564103,"keep",3,-0.0526083112290009,0.0358974358974359,0.0666666666666667,0.155172413793103
"189","target","color","simple","prior","glasses","target",39,0.847826086956522,46,0.735548686312952,0.936922059755903,"target",0.441176470588235,"color-46",0.5,0.897435897435897,"keep",3,-0.035897435897436,0.0526083112290008,0.844827586206897,0.933333333333333
"190","foil","color","simple","prior","glasses","foil",2,0.0425531914893617,47,0.00346428479986783,0.114236215458185,"foil",0.407407407407407,"color-47",0,0,"keep",3,0,0,0,0
"191","foil","color","simple","prior","glasses","logical",6,0.127659574468085,47,0.0474015602761976,0.232364835821588,"logical",0.518518518518518,"color-47",0.5,0.5,"keep",3,-0.5,0.229166666666666,0.270833333333333,1
"192","foil","color","simple","prior","glasses","target",39,0.829787234042553,47,0.714699429396725,0.923428813113716,"target",0.0740740740740741,"color-47",0.5,0.5,"keep",3,-0.229166666666666,0.5,0,0.729166666666667
"193","logical","color","simple","prior","glasses","foil",3,0.0625,48,0.0111820820907555,0.143133885132119,"foil",0.125,"color-48",0,0,"keep",3,0,0,0,0
"194","logical","color","simple","prior","glasses","logical",19,0.395833333333333,48,0.264193731136893,0.534016169607373,"logical",0.583333333333333,"color-48",0.5,0.222222222222222,"keep",3,-0.155555555555556,0.0837606837606834,0.138461538461538,0.377777777777778
"195","logical","color","simple","prior","glasses","target",26,0.541666666666667,48,0.402875305109001,0.677842648442931,"target",0.291666666666667,"color-48",0.5,0.777777777777778,"keep",3,-0.0837606837606836,0.155555555555556,0.622222222222222,0.861538461538462
"196","0","complex","complex","prior","hat","foil",0,0,52,0,0.0360919878459957,"foil",0.397435897435897,"complex-52",0,0,"keep",3,0,0,0,0
"197","0","complex","complex","prior","hat","logical",50,0.961538461538462,52,0.896337927311284,0.996897421830261,"logical",0.371794871794872,"complex-52",1,1,"keep",3,0,0,1,1
"198","0","complex","complex","prior","hat","target",2,0.0384615384615385,52,0.00310257816973939,0.103662072688716,"target",0.230769230769231,"complex-52",0,0,"keep",3,0,0,0,0
"199","1","complex","complex","prior","mustache","foil",44,0.758620689655172,58,0.644104873861914,0.859543892252255,"foil",0.397435897435897,"complex-58",0.5,0.862125854348338,"keep",3,-0.0463874099330479,0.0603027952714426,0.801823059076896,0.908513264281386
"200","1","complex","complex","prior","mustache","logical",11,0.189655172413793,58,0.0992588021695639,0.296429748915672,"logical",0.371794871794872,"complex-58",0,0,"keep",3,0,0,0,0
"201","1","complex","complex","prior","mustache","target",3,0.0517241379310345,58,0.00912335897362436,0.11937156768011,"target",0.230769230769231,"complex-58",0.5,0.137874145651662,"keep",3,-0.0603027952714427,0.0463874099330478,0.091486735718614,0.198176940923105
"202","2","complex","complex","prior","glasses","foil",4,0.0645161290322581,62,0.0163140688028883,0.135078336330298,"foil",0.397435897435897,"complex-62",0,0,"keep",3,0,0,0,0
"203","2","complex","complex","prior","glasses","logical",25,0.403225806451613,62,0.285849088794854,0.525345403452077,"logical",0.371794871794872,"complex-62",0.5,0.343479460992196,"keep",3,-0.0976280114595061,0.0832665036005893,0.260212957391606,0.441107472451702
"204","2","complex","complex","prior","glasses","target",33,0.532258064516129,62,0.409650108925198,0.653285853364369,"target",0.230769230769231,"complex-62",0.5,0.656520539007804,"keep",3,-0.0832665036005893,0.097628011459506,0.558892527548298,0.739787042608394
"205","favorite","lang","simple","prior","glasses","foil",0,0,176,0,0.0108385653707431,"foil",0.08,"lang-176",0,0,"keep",3,0,0,0,0
"206","favorite","lang","simple","prior","glasses","logical",83,0.471590909090909,176,0.39859494448369,0.54508593483241,"logical",0.71,"lang-176",0.5,0.325688073394495,"keep",3,-0.0978413383702105,0.0626021358944954,0.2630859375,0.423529411764706
"207","favorite","lang","simple","prior","glasses","target",93,0.528409090909091,176,0.45491406516759,0.60140505551631,"target",0.21,"lang-176",0.5,0.674311926605505,"keep",3,-0.0626021358944955,0.0978413383702105,0.576470588235294,0.7369140625
"208","least","lang","simple","prior","glasses","foil",6,0.0697674418604651,86,0.0249327173623007,0.130374142727258,"foil",0.793103448275862,"lang-86",0,0,"keep",3,0,0,0,0
"209","least","lang","simple","prior","glasses","logical",12,0.13953488372093,86,0.0740103601269703,0.218029682954544,"logical",0.137931034482759,"lang-86",0.5,0.222222222222223,"keep",3,-0.185051789077212,0.0894788593903643,0.132743362831858,0.407274011299435
"210","least","lang","simple","prior","glasses","target",68,0.790697674418605,86,0.700830021658064,0.870166719423344,"target",0.0689655172413793,"lang-86",0.5,0.777777777777777,"keep",3,-0.0894788593903643,0.185051789077212,0.592725988700565,0.867256637168141
"211","word","oddman","oddman","prior","glasses","foil",40,0.449438202247191,89,0.34835245691022,0.55226394283585,"foil",0.402298850574713,"oddman-89",0.5,0.564516129032258,"keep",3,-0.0806947890818857,0.0823732718894011,0.482142857142857,0.645210918114144
"212","word","oddman","oddman","prior","glasses","logical",34,0.382022471910112,89,0.284478858345451,0.483627998770905,"logical",0.310344827586207,"oddman-89",0.5,0.435483870967742,"keep",3,-0.082373271889401,0.0806947890818857,0.354789081885856,0.517857142857143
"213","word","oddman","oddman","prior","glasses","target",15,0.168539325842697,89,0.0977132754491688,0.250859004329517,"target",0.28735632183908,"oddman-89",0,0,"keep",3,0,0,0,0
"214","patch","oddman","oddman","prior","glasses","foil",48,0.516129032258065,93,0.415602106641984,0.616124387468064,"foil",0.402298850574713,"oddman-93",0.5,0.564516129032258,"keep",3,-0.0816829659903661,0.07892089093702,0.485595238095238,0.646199095022624
"215","patch","oddman","oddman","prior","glasses","logical",38,0.408602150537634,93,0.311493975217463,0.508723499709036,"logical",0.310344827586207,"oddman-93",0.5,0.435483870967742,"keep",3,-0.07892089093702,0.0816829659903663,0.353800904977376,0.514404761904762
"216","patch","oddman","oddman","prior","glasses","target",7,0.0752688172043011,93,0.0298322224054412,0.135053806137833,"target",0.28735632183908,"oddman-93",0,0,"keep",3,0,0,0,0
"217","1","simple","simple","prior","glasses","foil",0,0,46,0,0.0406774312230883,"foil",0.365714285714286,"simple-46",0,0,"keep",3,0,0,0,0
"218","1","simple","simple","prior","glasses","logical",9,0.195652173913043,46,0.0943423672613376,0.317100629825791,"logical",0.428571428571429,"simple-46",0.5,0.229357798165138,"keep",3,-0.0621720203309731,0.0488943835309912,0.180463414634146,0.291529818496111
"219","1","simple","simple","prior","glasses","target",37,0.804347826086957,46,0.682899370174209,0.905657632738663,"target",0.205714285714286,"simple-46",0.5,0.770642201834863,"keep",3,-0.0488943835309911,0.0621720203309732,0.708470181503889,0.819536585365854
"220","0","simple","simple","prior","hat","foil",0,0,49,0,0.0382477868927334,"foil",0.365714285714286,"simple-49",0,0,"keep",3,0,0,0,0
"221","0","simple","simple","prior","hat","logical",48,0.979591836734694,49,0.922947403296308,0.999961966442339,"logical",0.428571428571429,"simple-49",1,1,"keep",3,0,0,1,1
"222","0","simple","simple","prior","hat","target",1,0.0204081632653061,49,3.80335576614601e-05,0.0770525967036921,"target",0.205714285714286,"simple-49",0,0,"keep",3,0,0,0,0
"223","twin","twins","twins","prior","hat","foil",5,0.108695652173913,46,0.034896058448651,0.208927155844989,"foil",0.551724137931034,"twins-46",0,0,"keep",3,0,0,0,0
"224","twin","twins","twins","prior","hat","logical",20.5,0.445652173913043,46,0.307487045045081,0.587371836648437,"logical",0.224137931034483,"twins-46",0.5,0.5,"keep",3,-0.112277814351547,0.109823848238482,0.390176151761518,0.612277814351547
"225","twin","twins","twins","prior","hat","target",20.5,0.445652173913043,46,0.307487045045081,0.587371836648437,"target",0.224137931034483,"twins-46",0.5,0.5,"keep",3,-0.109823848238482,0.112277814351547,0.387722185648453,0.609823848238482
"226","uniform","twins","twins","prior","mustache","foil",23,0.383333333333333,60,0.26572311123582,0.506848269182228,"foil",0.551724137931034,"twins-60",0.333333333333333,0.296258412962913,"keep",3,-0.0558405711347995,0.0572400677453771,0.239018345217536,0.352098984097712
"227","uniform","twins","twins","prior","mustache","logical",18.5,0.308333333333333,60,0.198729004088965,0.427654893743864,"logical",0.224137931034483,"twins-60",0.333333333333333,0.351870793518544,"keep",3,-0.0886629621508538,0.0834532097425931,0.26841758377595,0.440533755669397
"228","uniform","twins","twins","prior","mustache","target",18.5,0.308333333333333,60,0.198729004088965,0.427654893743864,"target",0.224137931034483,"twins-60",0.333333333333333,0.351870793518544,"keep",3,-0.0740973007953126,0.0894268715267421,0.262443921991801,0.425968094313856
"229","0.33","baserate","simple","prior","glasses","foil",1,0.0158730158730159,63,2.85110845628313e-05,0.0603906613722844,"foil",0.0526315789473684,"baserate-63",0,0,"keep",4,0,0,0,0
"230","0.33","baserate","simple","prior","glasses","logical",11,0.174603174603175,63,0.0908006564595695,0.27426365285653,"logical",0.543859649122807,"baserate-63",0.5,0.130252100840336,"keep",4,-0.0468907563025212,0.0303888789558375,0.0998632218844986,0.177142857142857
"231","0.33","baserate","simple","prior","glasses","target",51,0.80952380952381,63,0.70707160030733,0.896916231937255,"target",0.403508771929825,"baserate-63",0.5,0.869747899159664,"keep",4,-0.0303888789558375,0.0468907563025212,0.822857142857143,0.900136778115502
